hhid,tipo,tcuerda,p16a07a,p16a07b
4938.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,1.0,manzana
4938.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,12.0,cuerda
4961.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,3.0,manzana
4965.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
4966.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,manzana
4966.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.0,cuerda
4967.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,2.0,manzana
4967.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,2.0,cuerda
4968.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,40.0,cuerda
4971.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4972.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,4.0,cuerda
4972.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,4.0,cuerda
4973.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,cuerda
4973.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,8.0,cuerda
4974.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,5.5,manzana
4974.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.5,manzana
4974.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,manzana
4976.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,4.0,cuerda
4976.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,4.0,cuerda
4977.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,2.0,manzana
4980.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,1.0,manzana
4981.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,manzana
4982.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,10.0,cuerda
4983.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,12.0,cuerda
4984.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,1.0,manzana
4984.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,8.0,cuerda
4984.0,mixta (agricola y pecuaria),cuerda/tarea de 20 varas por lado,3.0,manzana
4985.0,mixta (agricola y pecuaria),cuerda/tarea de 40 varas por lado,1.0,manzana
4986.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
4987.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,4.0,cuerda
4997.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,3.0,manzana
5003.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,7.0,cuerda
5004.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,12.0,cuerda
5005.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5006.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,3.0,cuerda
5006.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,manzana
5007.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,4.0,cuerda
5008.0,agricola,cuerda/tarea de 30 varas por lado,6.0,cuerda
5009.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,3.0,cuerda
5010.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,5.0,cuerda
5011.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5011.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,manzana
5012.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,manzana
5013.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,manzana
5014.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5014.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5015.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,manzana
5015.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,manzana
5016.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5016.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5017.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5017.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5018.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,manzana
5020.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
5020.0,agricola,cuerda/tarea de 25 varas por lado,9.0,cuerda
5022.0,agricola,cuerda/tarea de 25 varas por lado,2.0,manzana
5022.0,agricola,cuerda/tarea de 25 varas por lado,3.0,manzana
5023.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,8.0,manzana
5024.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,20.0,cuerda
5024.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,18.0,cuerda
5025.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,caballeria
5030.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5030.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,manzana
5030.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,manzana
5036.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,cuerda
5036.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,cuerda
5036.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,15.0,cuerda
5037.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,12.0,manzana
5037.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.5,manzana
5037.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,manzana
5058.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,cuerda
5058.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,1.0,manzana
5086.0,agricola,cuerda/tarea de 30 varas por lado,3.0,cuerda
5089.0,agricola,cuerda/tarea de 30 varas por lado,1.0,manzana
5105.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
5107.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5110.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
5112.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5113.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
5115.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5116.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,manzana
5117.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,manzana
5118.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
5119.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5120.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,manzana
5122.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
5123.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5124.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
5125.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
5127.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,manzana
5127.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,manzana
5159.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,218.0,caballeria
5162.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
5173.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
5178.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1000.0,cuerda
5196.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,hectarea
5202.0,agricola,cuerda/tarea de 30 varas por lado,10.0,caballeria
5222.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5225.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
5229.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
5230.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
5269.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5272.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,caballeria
5303.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5303.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5303.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
5305.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,33.0,cuerda
5307.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5307.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
5308.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5309.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5309.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5309.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,manzana
5310.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5311.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5311.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5312.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
5314.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
5315.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,23.0,cuerda
5317.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,manzana
5317.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5318.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,16.0,manzana
5318.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,manzana
5320.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,24.0,manzana
5323.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,20.0,manzana
5324.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,14.0,manzana
5335.0,agricola,cuerda/tarea de 30 varas por lado,300.0,cuerda
5354.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5356.0,agricola,cuerda/tarea de 25 varas por lado,0.5,cuerda
5358.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5358.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
5361.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
5363.0,agricola,cuerda/tarea de 25 varas por lado,1.0,manzana
5369.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
5374.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5376.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
5385.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5403.0,agricola,cuerda/tarea de 25 varas por lado,25.0,cuerda
5405.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
5408.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
5409.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
5409.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5423.0,agricola,cuerda/tarea de 25 varas por lado,2.0,manzana
5424.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,manzana
5425.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
5428.0,agricola,cuerda/tarea de 25 varas por lado,1.0,manzana
5446.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,manzana
5460.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,47.0,cuerda
5460.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,130.0,cuerda
5462.0,agricola,cuerda/tarea de 25 varas por lado,12.5,cuerda
5462.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
5463.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
5464.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5466.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5466.0,agricola,cuerda/tarea de 25 varas por lado,1.0,manzana
5468.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
5470.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5470.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,22.0,cuerda
5471.0,agricola,cuerda/tarea de 25 varas por lado,3.0,manzana
5473.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
5474.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5476.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5479.0,mixta (agricola y pecuaria),cuerda/tarea de 28 varas por lado,1.0,cuerda
5483.0,mixta (agricola y pecuaria),cuerda/tarea de 28 varas por lado,4.0,manzana
5484.0,mixta (agricola y pecuaria),cuerda/tarea de 28 varas por lado,50.0,cuerda
5498.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,manzana
5499.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5499.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5500.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,manzana
5500.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,4.0,cuerda
5501.0,agricola,cuerda/tarea de 25 varas por lado,100.0,cuerda
5502.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,72.0,cuerda
5502.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,manzana
5502.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5503.0,agricola,cuerda/tarea de 25 varas por lado,100.0,cuerda
5503.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
5505.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,80.0,cuerda
5505.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,6.0,cuerda
5527.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5528.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
5529.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5531.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
5531.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
5531.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
5532.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
5532.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
5533.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
5534.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
5535.0,agricola,cuerda/tarea de 25 varas por lado,25.0,cuerda
5536.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5539.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5539.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5539.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5539.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5542.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,27.0,cuerda
5543.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5544.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5544.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5545.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5545.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5545.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5546.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5547.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5549.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
5549.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
5552.0,agricola,cuerda/tarea de 25 varas por lado,11.0,cuerda
5555.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
5555.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
5557.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
5557.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5561.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
5573.0,agricola,cuerda/tarea de 25 varas por lado,70.0,cuerda
5584.0,agricola,cuerda/tarea de 30 varas por lado,3.0,cuerda
5585.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5586.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
5587.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5588.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5589.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
5590.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5591.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5592.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5593.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
5594.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5595.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
5597.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5598.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5598.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5599.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5599.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,14.0,cuerda
5600.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
5600.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
5601.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
5601.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,13.0,cuerda
5601.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5602.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5602.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5602.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5603.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
5604.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5605.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
5606.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5607.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
5607.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
5607.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5608.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
5608.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
5609.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,12.0,cuerda
5609.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,5.0,cuerda
5610.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
5610.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
5612.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
5612.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5613.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5613.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5614.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
5614.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5615.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
5615.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5616.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5618.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,22.0,cuerda
5619.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5619.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5620.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5620.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5620.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5621.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,75.0,cuerda
5621.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5621.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5622.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5622.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,80.0,cuerda
5622.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5623.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5623.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
5623.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5624.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5624.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
5624.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5625.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5626.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5626.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
5627.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
5627.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
5628.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
5628.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5628.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
5629.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
5629.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,22.0,cuerda
5631.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
5636.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
5640.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
5641.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
5642.0,agricola,cuerda/tarea de 25 varas por lado,22.0,cuerda
5643.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
5644.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5645.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5646.0,agricola,cuerda/tarea de 25 varas por lado,12.0,manzana
5647.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
5647.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
5648.0,agricola,cuerda/tarea de 25 varas por lado,28.0,cuerda
5648.0,agricola,cuerda/tarea de 25 varas por lado,13.0,cuerda
5655.0,agricola,cuerda/tarea de 25 varas por lado,4.0,manzana
5661.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5661.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5661.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5662.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5662.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5662.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
5663.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
5663.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5664.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,manzana
5665.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
5665.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
5665.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
5666.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
5666.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
5666.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
