hhid,tipo,tcuerda,p16a07a,p16a07b
3563.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3564.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3565.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
3566.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3567.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3567.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3567.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3567.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
3568.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
3569.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
3570.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
3571.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3572.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3572.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3572.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
3573.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
3574.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3575.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3576.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
3577.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
3578.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3578.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
3579.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,175.0,cuerda
3580.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
3581.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
3582.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3583.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
3584.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
3587.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3588.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3590.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
3591.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
3592.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3595.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3595.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3595.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3596.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3598.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3599.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3601.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3602.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3602.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3603.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3604.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3605.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3605.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3606.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3606.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3610.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3610.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3611.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3612.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3612.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3613.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3613.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3615.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
3616.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
3617.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3620.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3621.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3622.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3625.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3626.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3627.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
3628.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
3630.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
3632.0,agricola,cuerda/tarea de 25 varas por lado,26.0,cuerda
3633.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,32.0,cuerda
3635.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3636.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
3638.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,14.0,cuerda
3639.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3640.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3665.0,agricola,cuerda/tarea de 25 varas por lado,22.0,cuerda
3666.0,agricola,cuerda/tarea de 25 varas por lado,45.0,cuerda
3666.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
3667.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3669.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3670.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3671.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,manzana
3674.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
3675.0,agricola,cuerda/tarea de 25 varas por lado,33.0,manzana
3681.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3682.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3683.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,22.0,cuerda
3684.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3685.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
3686.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3687.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3688.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,13.0,cuerda
3689.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3690.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3690.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3695.0,agricola,cuerda/tarea de 25 varas por lado,500.0,cuerda
3695.0,agricola,cuerda/tarea de 25 varas por lado,200.0,cuerda
3696.0,agricola,cuerda/tarea de 25 varas por lado,24.0,manzana
3713.0,agricola,cuerda/tarea de 25 varas por lado,42.0,cuerda
3749.0,agricola,cuerda/tarea de 25 varas por lado,2.0,manzana
3760.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3761.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3762.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3763.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3764.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
3770.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3771.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3772.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
3773.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3774.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3775.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
3776.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3777.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
3778.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.2000000476837158,cuerda
3779.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3780.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
3782.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
3784.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3785.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3790.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3792.0,agricola,cuerda/tarea de 25 varas por lado,150.0,cuerda
3792.0,agricola,cuerda/tarea de 25 varas por lado,600.0,cuerda
3795.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
3799.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3799.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
3803.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3803.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3804.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3804.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3805.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3812.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3813.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3813.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3813.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3814.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3815.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3815.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3816.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3816.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3817.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3818.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3818.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3819.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3820.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3820.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3820.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3821.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3821.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3821.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3822.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3822.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3823.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3823.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3823.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3824.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3825.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3825.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3826.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3826.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3827.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3827.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3828.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3828.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3828.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3830.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3830.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3831.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.5,cuerda
3832.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3833.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.299999952316284,cuerda
3833.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3834.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3834.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3836.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.5,cuerda
3837.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
3838.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3839.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,125.0,cuerda
3840.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3840.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3841.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
3842.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3843.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3844.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3844.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3845.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3846.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3847.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3848.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
3849.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3850.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,0.5,cuerda
3850.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,0.5,cuerda
3850.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,0.5,cuerda
3851.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3852.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3853.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3853.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3854.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3854.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3854.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3855.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3855.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3856.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3856.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
3856.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3857.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3857.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.5,cuerda
3858.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3858.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3859.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
3860.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3860.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3861.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3861.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3861.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3862.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
3863.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,70.0,cuerda
3865.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
3866.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3867.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3867.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3868.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3869.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3870.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
3871.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
3872.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3873.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3873.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
3874.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,28.0,cuerda
3875.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3876.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
3876.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,90.0,cuerda
3877.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3877.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
3878.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3878.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
3879.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
3879.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
3879.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3880.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3881.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
3881.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3882.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
3883.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
3883.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,manzana
3884.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
3884.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
3885.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
3885.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3887.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
3888.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
3889.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
3890.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
3890.0,agricola,cuerda/tarea de 25 varas por lado,18.0,cuerda
3890.0,agricola,cuerda/tarea de 25 varas por lado,40.0,cuerda
3891.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
3891.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
3892.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
3892.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
3897.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
3898.0,agricola,cuerda/tarea de 25 varas por lado,46.0,cuerda
3899.0,agricola,cuerda/tarea de 25 varas por lado,11.0,cuerda
3900.0,agricola,cuerda/tarea de 25 varas por lado,9.0,cuerda
3901.0,agricola,cuerda/tarea de 25 varas por lado,18.0,cuerda
3904.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
3904.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
3906.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
3906.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
3907.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,300.0,cuerda
3907.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1200.0,cuerda
