hhid,p10d01,p10d03,p10d04,p10d06,p10e05a
5760,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,missing
5761,no,missing,missing,missing,missing
5762,no,missing,missing,missing,missing
5763,no,missing,missing,missing,missing
5764,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
5765,si, trabajadores no calificados, servicios financieros,como empleado u obrero de una empresa privada,missing
5766,no,missing,missing,missing,missing
5767,missing,missing,missing,missing,missing
5768,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5769,missing,missing,missing,missing,missing
5770,no,missing,missing,missing,missing
5771,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5772,missing,missing,missing,missing,missing
5773,no,missing,missing,missing,missing
5774,no,missing,missing,missing,missing
5775,no,missing,missing,missing,missing
5776,missing,missing,missing,missing,missing
5777,no,missing,missing,missing,missing
5778,no,missing,missing,missing,missing
5779,no,missing,missing,missing,missing
5780,no,missing,missing,missing,missing
5781,no,missing,missing,missing,missing
5782,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
5783,missing,missing,missing,missing,missing
5784,no,missing,missing,missing,missing
5785,no,missing,missing,missing,missing
5786,si, operadores de instalaciones y maquinas y montadores, comercio,como empleado u obrero de una empresa privada,missing
5787,si, personal directivo de la admon publica y de las empresas, industria manufacturera,como empleado de gobierno,missing
5788,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,missing
5789,no,missing,missing,missing,missing
5790,no,missing,missing,missing,missing
5791,no,missing,missing,missing,missing
5792,no,missing,missing,missing,missing
5793,no,missing,missing,missing,missing
5794,no,missing,missing,missing,missing
5795,no,missing,missing,missing,missing
5796,missing,missing,missing,missing,missing
5797,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
5798,missing,missing,missing,missing,missing
5799,no,missing,missing,missing,missing
5800,missing,missing,missing,missing,missing
5801,no,missing,missing,missing,missing
5802,no,missing,missing,missing,missing
5803,no,missing,missing,missing,missing
5804,no,missing,missing,missing,missing
5805,no,missing,missing,missing,missing
5806,missing,missing,missing,missing,missing
5807,no,missing,missing,missing,missing
5808,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",como jornalero o peon,missing
5809,no,missing,missing,missing,missing
5810,missing,missing,missing,missing,missing
5811,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
5812,no,missing,missing,missing,missing
5813,no,missing,missing,missing,missing
5814,no,missing,missing,missing,missing
5815,no,missing,missing,missing,missing
5816,no,missing,missing,missing,missing
5817,no,missing,missing,missing,missing
5818,no,missing,missing,missing,missing
5819,no,missing,missing,missing,missing
5820,no,missing,missing,missing,missing
5821,no,missing,missing,missing,missing
5822,no,missing,missing,missing,missing
5823,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,missing
5824,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
5825,no,missing,missing,missing,missing
5826,no,missing,missing,missing,missing
5827,no,missing,missing,missing,missing
5828,no,missing,missing,missing,missing
5829,no,missing,missing,missing,missing
5830,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como empleado u obrero de una empresa privada,missing
5831,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",como empleado de gobierno,missing
5832,no,missing,missing,missing,missing
5833,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5834,no,missing,missing,missing,missing
5835,no,missing,missing,missing,missing
5836,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como empleado u obrero de una empresa privada,missing
5837,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
5838,no,missing,missing,missing,missing
5839,missing,missing,missing,missing,missing
5840,missing,missing,missing,missing,missing
5841,no,missing,missing,missing,missing
5842,no,missing,missing,missing,missing
5843,no,missing,missing,missing,missing
5844,no,missing,missing,missing,missing
5845,no,missing,missing,missing,missing
5846,no,missing,missing,missing,missing
5847,no,missing,missing,missing,missing
5848,no,missing,missing,missing,missing
5849,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
5850,no,missing,missing,missing,missing
5851,missing,missing,missing,missing,missing
5852,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5853,no,missing,missing,missing,missing
5854,no,missing,missing,missing,missing
5855,no,missing,missing,missing,missing
5856,no,missing,missing,missing,missing
5857,missing,missing,missing,missing,missing
5858,no,missing,missing,missing,missing
5859,no,missing,missing,missing,missing
5860,no,missing,missing,missing,missing
5861,no,missing,missing,missing,missing
5862,no,missing,missing,missing,missing
5863,no,missing,missing,missing,missing
5864,no,missing,missing,missing,missing
5865,no,missing,missing,missing,missing
5866,no,missing,missing,missing,missing
5867,no,missing,missing,missing,missing
5868,no,missing,missing,missing,missing
5869,no,missing,missing,missing,missing
5870,no,missing,missing,missing,missing
5871,no,missing,missing,missing,missing
5872,no,missing,missing,missing,missing
5873,no,missing,missing,missing,missing
5874,no,missing,missing,missing,missing
5875,no,missing,missing,missing,missing
5876,no,missing,missing,missing,missing
5877,no,missing,missing,missing,missing
5878,missing,missing,missing,missing,missing
5879,no,missing,missing,missing,missing
5880,no,missing,missing,missing,missing
5881,no,missing,missing,missing,missing
5882,no,missing,missing,missing,missing
5883,no,missing,missing,missing,missing
5884,no,missing,missing,missing,missing
5885,no,missing,missing,missing,missing
5886,no,missing,missing,missing,missing
5887,no,missing,missing,missing,missing
5888,no,missing,missing,missing,missing
5889,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5890,no,missing,missing,missing,missing
5891,no,missing,missing,missing,missing
5892,no,missing,missing,missing,missing
5893,no,missing,missing,missing,missing
5894,no,missing,missing,missing,missing
5895,no,missing,missing,missing,missing
5896,no,missing,missing,missing,missing
5897,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5898,no,missing,missing,missing,missing
5899,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5900,no,missing,missing,missing,missing
5901,missing,missing,missing,missing,missing
5902,no,missing,missing,missing,missing
5903,missing,missing,missing,missing,missing
5904,no,missing,missing,missing,missing
5905,no,missing,missing,missing,missing
5906,no,missing,missing,missing,missing
5907,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5908,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5909,no,missing,missing,missing,missing
5910,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
5911,no,missing,missing,missing,missing
5912,no,missing,missing,missing,missing
5913,no,missing,missing,missing,missing
5914,no,missing,missing,missing,missing
5915,missing,missing,missing,missing,missing
5916,missing,missing,missing,missing,missing
5917,no,missing,missing,missing,missing
5918,no,missing,missing,missing,missing
5919,no,missing,missing,missing,missing
5920,no,missing,missing,missing,missing
5921,no,missing,missing,missing,missing
5922,no,missing,missing,missing,missing
5923,no,missing,missing,missing,missing
5924,no,missing,missing,missing,missing
5925,no,missing,missing,missing,missing
5926,no,missing,missing,missing,missing
5927,no,missing,missing,missing,missing
5928,no,missing,missing,missing,missing
5929,no,missing,missing,missing,missing
5930,no,missing,missing,missing,missing
5931,no,missing,missing,missing,missing
5932,no,missing,missing,missing,missing
5933,no,missing,missing,missing,missing
5934,no,missing,missing,missing,missing
5935,no,missing,missing,missing,missing
5936,no,missing,missing,missing,missing
5937,no,missing,missing,missing,missing
5938,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,trabajador por su cuenta o en su finca,missing
5939,no,missing,missing,missing,missing
5940,no,missing,missing,missing,missing
5941,no,missing,missing,missing,missing
5942,no,missing,missing,missing,missing
5943,no,missing,missing,missing,missing
5944,no,missing,missing,missing,missing
5945,no,missing,missing,missing,missing
5946,no,missing,missing,missing,missing
5947,no,missing,missing,missing,missing
5948,no,missing,missing,missing,missing
5949,no,missing,missing,missing,missing
5950,no,missing,missing,missing,missing
5951,no,missing,missing,missing,missing
5952,no,missing,missing,missing,missing
5953,no,missing,missing,missing,missing
5954,no,missing,missing,missing,missing
5955,no,missing,missing,missing,missing
5956,no,missing,missing,missing,missing
5957,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",como empleado de gobierno,missing
5958,no,missing,missing,missing,missing
5959,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,missing
5960,si, tecnicos y profesionales de nivel medio, organizaciones extraterritoriales,como empleado u obrero de una empresa privada,missing
5961,no,missing,missing,missing,missing
5962,no,missing,missing,missing,missing
5963,no,missing,missing,missing,missing
5964,no,missing,missing,missing,missing
5965,no,missing,missing,missing,missing
5966,missing,missing,missing,missing,missing
5967,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado (a) domestico (a),missing
5968,no,missing,missing,missing,missing
5969,no,missing,missing,missing,missing
5970,si, trabajadores no calificados, comercio,como empleado (a) domestico (a),missing
5971,no,missing,missing,missing,missing
5972,no,missing,missing,missing,missing
5973,no,missing,missing,missing,missing
5974,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",como empleado de gobierno,missing
5975,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
5976,no,missing,missing,missing,missing
5977,no,missing,missing,missing,missing
5978,no,missing,missing,missing,missing
5979,no,missing,missing,missing,missing
5980,no,missing,missing,missing,missing
5981,no,missing,missing,missing,missing
5982,no,missing,missing,missing,missing
5983,no,missing,missing,missing,missing
5984,no,missing,missing,missing,missing
5985,missing,missing,missing,missing,missing
5986,no,missing,missing,missing,missing
5987,no,missing,missing,missing,missing
5988,no,missing,missing,missing,missing
5989,no,missing,missing,missing,missing
5990,no,missing,missing,missing,missing
5991,no,missing,missing,missing,missing
5992,no,missing,missing,missing,missing
5993,no,missing,missing,missing,missing
5994,no,missing,missing,missing,missing
5995,no,missing,missing,missing,missing
5996,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,missing
5997,missing,missing,missing,missing,missing
5998,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
5999,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
6000,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,missing
6001,no,missing,missing,missing,missing
6002,missing,missing,missing,missing,missing
6003,si, trabajadores no calificados, comercio,como jornalero o peon,missing
6004,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6005,si, agricultores y trab. calificados agropecuarios y pesqueros," servicios de salud, sociales y personales",como empleado de gobierno,missing
6006,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,missing
6007,no,missing,missing,missing,missing
6008,si, operadores de instalaciones y maquinas y montadores," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,missing
6009,si, trabajadores no calificados, comercio,trabajador por su cuenta o en su finca,missing
6010,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,missing
6011,no,missing,missing,missing,missing
6012,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,missing
6013,no,missing,missing,missing,missing
6014,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6015,no,missing,missing,missing,missing
6016,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6017,no,missing,missing,missing,missing
6018,no,missing,missing,missing,missing
6019,no,missing,missing,missing,missing
6020,no,missing,missing,missing,missing
6021,no,missing,missing,missing,missing
6022,si, trabajadores no calificados, comercio,trabajador por su cuenta o en su finca,missing
6023,no,missing,missing,missing,missing
6024,missing,missing,missing,missing,missing
6025,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6026,si, agricultores y trab. calificados agropecuarios y pesqueros," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6027,missing,missing,missing,missing,missing
6028,no,missing,missing,missing,missing
6029,no,missing,missing,missing,missing
6030,missing,missing,missing,missing,missing
6031,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como empleado u obrero de una empresa privada,missing
6032,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
6033,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6034,no,missing,missing,missing,missing
6035,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,missing
6036,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6037,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6038,no,missing,missing,missing,missing
6039,no,missing,missing,missing,missing
6040,no,missing,missing,missing,missing
6041,no,missing,missing,missing,missing
6042,no,missing,missing,missing,missing
6043,no,missing,missing,missing,missing
6044,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6045,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
6046,no,missing,missing,missing,missing
6047,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6048,no,missing,missing,missing,missing
6049,no,missing,missing,missing,missing
6050,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6051,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6052,no,missing,missing,missing,missing
6053,no,missing,missing,missing,missing
6054,no,missing,missing,missing,missing
6055,no,missing,missing,missing,missing
6056,no,missing,missing,missing,missing
6057,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6058,no,missing,missing,missing,missing
6059,no,missing,missing,missing,missing
6060,no,missing,missing,missing,missing
6061,no,missing,missing,missing,missing
6062,no,missing,missing,missing,missing
6063,no,missing,missing,missing,missing
6064,no,missing,missing,missing,missing
6065,no,missing,missing,missing,missing
6066,no,missing,missing,missing,missing
6067,no,missing,missing,missing,missing
6068,no,missing,missing,missing,missing
6069,no,missing,missing,missing,missing
6070,no,missing,missing,missing,missing
6071,no,missing,missing,missing,missing
6072,no,missing,missing,missing,missing
6073,no,missing,missing,missing,missing
6074,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6075,no,missing,missing,missing,missing
6076,no,missing,missing,missing,missing
6077,missing,missing,missing,missing,missing
6078,no,missing,missing,missing,missing
6079,missing,missing,missing,missing,missing
6080,no,missing,missing,missing,missing
6081,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6082,no,missing,missing,missing,missing
6083,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6084,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6085,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6086,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6087,no,missing,missing,missing,missing
6088,no,missing,missing,missing,missing
6089,missing,missing,missing,missing,missing
6090,no,missing,missing,missing,missing
6091,no,missing,missing,missing,missing
6092,no,missing,missing,missing,missing
6093,no,missing,missing,missing,missing
6094,no,missing,missing,missing,missing
6095,no,missing,missing,missing,missing
6096,no,missing,missing,missing,missing
6097,no,missing,missing,missing,missing
6098,no,missing,missing,missing,missing
6099,no,missing,missing,missing,missing
6100,no,missing,missing,missing,missing
6101,no,missing,missing,missing,missing
6102,no,missing,missing,missing,missing
6103,no,missing,missing,missing,missing
6104,no,missing,missing,missing,missing
6105,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,missing
6106,no,missing,missing,missing,missing
6107,missing,missing,missing,missing,missing
6108,no,missing,missing,missing,missing
6109,no,missing,missing,missing,missing
6110,no,missing,missing,missing,missing
6111,no,missing,missing,missing,missing
6112,no,missing,missing,missing,missing
6113,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6114,no,missing,missing,missing,missing
6115,no,missing,missing,missing,missing
6116,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6117,no,missing,missing,missing,missing
6118,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6119,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6120,no,missing,missing,missing,missing
6121,no,missing,missing,missing,missing
6122,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6123,no,missing,missing,missing,missing
6124,no,missing,missing,missing,missing
6125,no,missing,missing,missing,missing
6126,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6127,no,missing,missing,missing,missing
6128,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,missing
6129,no,missing,missing,missing,missing
6130,no,missing,missing,missing,missing
6131,no,missing,missing,missing,missing
6132,no,missing,missing,missing,missing
6133,missing,missing,missing,missing,missing
6134,no,missing,missing,missing,missing
6135,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como empleado (a) domestico (a),missing
6136,no,missing,missing,missing,missing
6137,no,missing,missing,missing,missing
6138,no,missing,missing,missing,missing
6139,no,missing,missing,missing,missing
6140,missing,missing,missing,missing,missing
6141,no,missing,missing,missing,missing
6142,no,missing,missing,missing,missing
6143,no,missing,missing,missing,missing
6144,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como jornalero o peon,missing
6145,no,missing,missing,missing,missing
6146,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6147,no,missing,missing,missing,missing
6148,missing,missing,missing,missing,missing
6149,no,missing,missing,missing,missing
6150,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6151,no,missing,missing,missing,missing
6152,no,missing,missing,missing,missing
6153,no,missing,missing,missing,missing
6154,no,missing,missing,missing,missing
6155,no,missing,missing,missing,missing
6156,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6157,no,missing,missing,missing,missing
6158,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
6159,no,missing,missing,missing,missing
6160,no,missing,missing,missing,missing
6161,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),missing
6162,no,missing,missing,missing,missing
6163,missing,missing,missing,missing,missing
6164,no,missing,missing,missing,missing
6165,no,missing,missing,missing,missing
6166,no,missing,missing,missing,missing
6167,missing,missing,missing,missing,missing
6168,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6169,missing,missing,missing,missing,missing
6170,no,missing,missing,missing,missing
6171,no,missing,missing,missing,missing
6172,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
6173,no,missing,missing,missing,missing
6174,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,missing
6175,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6176,no,missing,missing,missing,missing
6177,no,missing,missing,missing,missing
6178,no,missing,missing,missing,missing
6179,missing,missing,missing,missing,missing
6180,missing,missing,missing,missing,missing
6181,no,missing,missing,missing,missing
6182,no,missing,missing,missing,missing
6183,no,missing,missing,missing,missing
6184,no,missing,missing,missing,missing
6185,missing,missing,missing,missing,missing
6186,no,missing,missing,missing,missing
6187,no,missing,missing,missing,missing
6188,missing,missing,missing,missing,missing
6189,no,missing,missing,missing,missing
6190,no,missing,missing,missing,missing
6191,missing,missing,missing,missing,missing
6192,missing,missing,missing,missing,missing
6193,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6194,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6195,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6196,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6197,no,missing,missing,missing,missing
6198,no,missing,missing,missing,missing
6199,no,missing,missing,missing,missing
6200,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
6201,missing,missing,missing,missing,missing
6202,no,missing,missing,missing,missing
6203,no,missing,missing,missing,missing
6204,no,missing,missing,missing,missing
6205,no,missing,missing,missing,missing
6206,no,missing,missing,missing,missing
6207,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6208,no,missing,missing,missing,missing
6209,no,missing,missing,missing,missing
6210,no,missing,missing,missing,missing
6211,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,missing
6212,no,missing,missing,missing,missing
6213,no,missing,missing,missing,missing
6214,no,missing,missing,missing,missing
6215,no,missing,missing,missing,missing
6216,no,missing,missing,missing,missing
6217,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6218,no,missing,missing,missing,missing
6219,no,missing,missing,missing,missing
6220,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6221,si, trabajadores no calificados," servicios de salud, sociales y personales",como jornalero o peon,missing
6222,no,missing,missing,missing,missing
6223,no,missing,missing,missing,missing
6224,no,missing,missing,missing,missing
6225,si," profesionales, cientificos  e  intelectuales", comercio,como ayudante o trabajador familiar sin remuneracion,missing
6226,no,missing,missing,missing,missing
6227,missing,missing,missing,missing,missing
6228,missing,missing,missing,missing,missing
6229,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como dueÑo o patron de empresa o finca o como socio activo,missing
6230,no,missing,missing,missing,missing
6231,no,missing,missing,missing,missing
6232,no,missing,missing,missing,missing
6233,no,missing,missing,missing,missing
6234,no,missing,missing,missing,missing
6235,no,missing,missing,missing,missing
6236,no,missing,missing,missing,missing
6237,missing,missing,missing,missing,missing
6238,no,missing,missing,missing,missing
6239,no,missing,missing,missing,missing
6240,no,missing,missing,missing,missing
6241,no,missing,missing,missing,missing
6242,no,missing,missing,missing,missing
6243,no,missing,missing,missing,missing
6244,no,missing,missing,missing,missing
6245,missing,missing,missing,missing,missing
6246,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,missing
6247,no,missing,missing,missing,missing
6248,no,missing,missing,missing,missing
6249,no,missing,missing,missing,missing
6250,no,missing,missing,missing,missing
6251,no,missing,missing,missing,missing
6252,no,missing,missing,missing,missing
6253,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6254,no,missing,missing,missing,missing
6255,no,missing,missing,missing,missing
6256,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
6257,no,missing,missing,missing,missing
6258,no,missing,missing,missing,missing
6259,no,missing,missing,missing,missing
6260,no,missing,missing,missing,missing
6261,no,missing,missing,missing,missing
6262,no,missing,missing,missing,missing
6263,no,missing,missing,missing,missing
6264,missing,missing,missing,missing,missing
6265,no,missing,missing,missing,missing
6266,no,missing,missing,missing,missing
6267,no,missing,missing,missing,missing
6268,no,missing,missing,missing,missing
6269,no,missing,missing,missing,missing
6270,no,missing,missing,missing,missing
6271,no,missing,missing,missing,missing
6272,no,missing,missing,missing,missing
6273,no,missing,missing,missing,missing
6274,no,missing,missing,missing,missing
6275,no,missing,missing,missing,missing
6276,no,missing,missing,missing,missing
6277,no,missing,missing,missing,missing
6278,no,missing,missing,missing,missing
6279,no,missing,missing,missing,missing
6280,no,missing,missing,missing,missing
6281,no,missing,missing,missing,missing
6282,no,missing,missing,missing,missing
6283,no,missing,missing,missing,missing
6284,no,missing,missing,missing,missing
6285,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,missing
6286,no,missing,missing,missing,missing
6287,no,missing,missing,missing,missing
6288,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,missing
6289,no,missing,missing,missing,missing
6290,missing,missing,missing,missing,missing
6291,no,missing,missing,missing,missing
6292,no,missing,missing,missing,missing
6293,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),missing
6294,missing,missing,missing,missing,no
6295,no,missing,missing,missing,missing
6296,no,missing,missing,missing,missing
6297,missing,missing,missing,missing,missing
6298,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,missing
6299,no,missing,missing,missing,missing
6300,missing,missing,missing,missing,missing
6301,no,missing,missing,missing,missing
6302,no,missing,missing,missing,missing
6303,no,missing,missing,missing,missing
6304,no,missing,missing,missing,missing
6305,missing,missing,missing,missing,missing
6306,no,missing,missing,missing,missing
6307,no,missing,missing,missing,missing
6308,no,missing,missing,missing,missing
6309,missing,missing,missing,missing,missing
6310,no,missing,missing,missing,missing
6311,no,missing,missing,missing,missing
6312,no,missing,missing,missing,missing
6313,no,missing,missing,missing,missing
6314,no,missing,missing,missing,missing
6315,no,missing,missing,missing,missing
6316,no,missing,missing,missing,missing
6317,missing,missing,missing,missing,missing
6318,no,missing,missing,missing,missing
6319,no,missing,missing,missing,missing
6320,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,trabajador por su cuenta o en su finca,missing
6321,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),missing
6322,no,missing,missing,missing,missing
